date,site_name,mean_do_mg_l,mean_salinity_ppt,mean_temp_c
2024-08-29,venoco_bridge,2.9633333333333334,31.066666666666666,22.833333333333332
2024-09-05,east_channel,0.36,28.1,31.3
2024-09-05,phelps_bridge,8.95,2.5,21.5
2024-09-05,venoco_bridge,2.276666666666667,30.366666666666667,26.433333333333334
2024-09-12,east_channel,9.61,30,27.3
2024-09-12,phelps_bridge,3.915,2.4,19.55
2024-09-12,venoco_bridge,11.116666666666667,31.733333333333334,24.666666666666668
2024-09-19,east_channel,9.72,29.6,22.9
2024-09-19,phelps_bridge,3.325,2.5,17.4
2024-09-19,venoco_bridge,5.106666666666667,31.5,21.5
2024-09-27,east_channel,14.04,28,23
2024-09-27,phelps_bridge,4.38,2.4,17.8
2024-09-27,venoco_bridge,4.383333333333334,35.3,21.866666666666667
2024-10-04,east_channel,14.44,31.9,25.1
2024-10-04,phelps_bridge,3.8649999999999998,2.25,19.049999999999997
2024-10-04,venoco_bridge,4.486666666666666,40.56666666666667,23.46666666666667
2024-10-11,phelps_bridge,3.7199999999999998,2.25,18.75
2024-10-11,venoco_bridge,4.19,40.766666666666666,23.3
2024-10-18,phelps_bridge,3.435,2.3499999999999996,16.549999999999997
2024-10-18,venoco_bridge,4.746666666666667,41.7,21.733333333333334
2024-10-24,phelps_bridge,4.125,2.45,15.5
2024-10-24,venoco_bridge,6.414999999999999,44.25,23.25
2024-11-01,phelps_bridge,3.16,2.2,13.2
2024-11-01,venoco_bridge,6.63,41.900000000000006,18.15
2024-11-08,east_channel,9.8,2.3,11.8
2024-11-08,venoco_bridge,4.95,42.3,17.25
2024-11-15,phelps_bridge,5.96,2.2,12.4
2024-11-15,venoco_bridge,0.845,45.05,16
2024-11-22,phelps_bridge,7.69,2.3,9.1
2024-11-22,venoco_bridge,1.935,44.6,15.600000000000001
2024-11-27,east_channel,3.26,5.9,19.9
2024-11-27,phelps_bridge,1.96,1.2,16.3
2024-12-06,east_channel,9.91,34.4,19.4
2024-12-06,phelps_bridge,2.98,1.5,11.1
2024-12-06,venoco_bridge,6.75,37.9,16.55
2024-12-13,east_channel,8.58,35.9,16.4
2024-12-13,phelps_bridge,4.36,2.3,10.5
2024-12-13,venoco_bridge,4.495,37.15,13.5
2024-12-20,east_channel,12.69,36.4,16.9
2024-12-20,phelps_bridge,5.06,2,10.9
2024-12-20,venoco_bridge,5.77,37.7,14.899999999999999
2024-12-27,phelps_bridge,4.38,1.9,12.4
2024-12-27,venoco_bridge,8.425,36.150000000000006,15.55
2025-01-03,east_channel,11.79,34.9,15.3
2025-01-03,phelps_bridge,4.09,2.2,10.7
2025-01-03,venoco_bridge,8.67,35.55,14.25
2025-01-10,east_channel,11.83,34.3,15
2025-01-10,phelps_bridge,5.84,2.1,8.4
2025-01-10,venoco_bridge,8.576666666666666,35.86666666666667,12.4
2025-01-17,east_channel,10.79,36.4,15.8
2025-01-17,phelps_bridge,7.64,2.1,8.8
2025-01-17,venoco_bridge,8.31,37.733333333333334,13.9
2025-01-24,east_channel,9.33,37.4,16.5
2025-01-24,phelps_bridge,8.9,1.9,8.1
2025-01-24,venoco_bridge,6.276666666666666,38.56666666666667,13.266666666666667
2025-01-31,east_channel,6.383333333333334,2.3,13.633333333333333
2025-01-31,phelps_bridge,2.6333333333333333,2.333333333333333,10.733333333333334
2025-01-31,venoco_bridge,4.62,11.025,13.475000000000001
2025-02-07,east_channel,6.105,0.42500000000000004,14.85
2025-02-07,phelps_bridge,6.1,0.625,13.675
2025-02-07,venoco_bridge,4.808,3.48,14.82
2025-02-14,phelps_bridge,8.02,0.9,13.55
2025-02-14,venoco_bridge,5.66,1.6,15.433333333333334
2025-02-21,phelps_bridge,3.9400000000000004,2,13.100000000000001
2025-02-21,venoco_bridge,14.845,4.6,18.65
2025-03-03,east_channel,9.675,31.35,13.649999999999999
2025-03-03,phelps_bridge,3.215,1.9,12.75
2025-03-03,venoco_bridge,8.593333333333334,32.96666666666667,12.9
2025-03-07,east_channel,10.399999999999999,28.5,18.35
2025-03-07,phelps_bridge,3.8449999999999998,1.3,12.5
2025-03-07,venoco_bridge,8.09,29.233333333333334,14.966666666666667
2025-03-14,east_channel,6.84,0.2,12.7
2025-03-14,phelps_bridge,9.219999999999999,0.4,13
2025-03-14,venoco_bridge,6.75,6.199999999999999,12.866666666666667
2025-03-21,east_channel,8.77,4.6,23.2
2025-03-21,phelps_bridge,4.145,1.5,13.7
2025-03-21,venoco_bridge,7.193333333333333,11.799999999999999,19.9
2025-03-27,east_channel,10.85,12.4,24.2
2025-03-27,phelps_bridge,4.7,1.7,15.95
2025-03-27,venoco_bridge,6.69,17.966666666666665,22.2
2025-04-04,east_channel,7.36,25.65,19.549999999999997
2025-04-04,phelps_bridge,2.38,1.3,13.649999999999999
2025-04-04,venoco_bridge,6.1866666666666665,26.9,19.133333333333333
2025-04-11,east_channel,6.715,27.75,25.9
2025-04-11,phelps_bridge,3.1950000000000003,1.7,17
2025-04-11,venoco_bridge,4.96,29.9,24.15
2025-04-18,east_channel,10.145,30,19.9
2025-04-18,phelps_bridge,3.71,2.2,15
2025-04-18,venoco_bridge,5.89,32.1,19.96666666666667
2025-04-25,east_channel,12.665,30.45,20.1
2025-04-25,phelps_bridge,5.91,2.05,15.3
2025-04-25,venoco_bridge,7.036666666666667,33.3,21.3
2025-05-02,east_channel,4.535,23.4,19.6
2025-05-02,phelps_bridge,1.04,1.4,14.7
2025-05-02,venoco_bridge,6.256666666666667,29.733333333333334,20.9
2025-05-09,east_channel,7.67,26.5,22.950000000000003
2025-05-09,phelps_bridge,3.3099999999999996,1.9,18.35
2025-05-09,venoco_bridge,7.523333333333333,31.8,25.433333333333334
2025-05-16,east_channel,5.44,29.9,18.7
2025-05-16,phelps_bridge,3.6950000000000003,2,17.1
2025-05-16,venoco_bridge,5.373333333333333,34.7,22.633333333333333
2025-05-23,east_channel,6.47,34.9,21.3
2025-05-23,phelps_bridge,1.595,2,18.95
2025-05-23,venoco_bridge,5.7299999999999995,37.333333333333336,25.166666666666664
2025-05-30,east_channel,2.69,20.7,20.05
2025-05-30,phelps_bridge,2.45,2.1,19.3
2025-05-30,venoco_bridge,5.413333333333333,45.3,25.266666666666666
2025-06-06,east_channel,7.02,40.3,18.1
2025-06-06,phelps_bridge,1.9500000000000002,2,17.2
2025-06-06,venoco_bridge,4.633333333333334,46.96666666666667,21.066666666666666
2025-06-13,east_channel,2.36,43.3,19.9
2025-06-13,phelps_bridge,1.9000000000000001,2,18.6
2025-06-13,venoco_bridge,4.156666666666666,49,23.266666666666666
2025-06-20,east_channel,5.2,53.9,23.5
2025-06-20,phelps_bridge,3.3099999999999996,2.1,19.9
2025-06-20,venoco_bridge,6.133333333333333,51.96666666666667,24.933333333333334
2025-07-11,east_channel,6.8,56.4,22.2
2025-07-11,phelps_bridge,2.66,1.75,19.8
2025-07-11,venoco_bridge,7.215,65.75,25.700000000000003
2025-07-25,phelps_bridge,3.885,1.8,20.1
2025-07-25,venoco_bridge,0,0,26.75
2025-08-01,phelps_bridge,3.12,2,20.25
2025-08-01,venoco_bridge,0,0,25.6
2025-08-08,phelps_bridge,1.96,1.8,19.05
2025-08-08,venoco_bridge,0,0,24.65
2025-08-15,phelps_bridge,1.48,1.6,18.7
2025-08-15,venoco_bridge,0,0,25.5
2025-08-22,phelps_bridge,1.35,2.1,20.7
2025-08-22,venoco_bridge,0,0,28.1
2025-08-29,phelps_bridge,3.21,2.1,20.5
2025-08-29,venoco_bridge,0,0,26.25
2025-09-05,phelps_bridge,6.51,2,21.7
2025-09-05,venoco_bridge,0,0,26.9
2025-09-12,phelps_bridge,4.42,1.1,20.4
2025-09-12,venoco_bridge,2.23,34.55,25.5
2025-09-19,phelps_bridge,0.33,1.1,20.3
2025-09-19,venoco_bridge,0,0,24.3
2025-09-26,phelps_bridge,2.02,1.3,20.05
2025-09-26,venoco_bridge,3.99,39.25,23.6
2025-10-03,phelps_bridge,6.085,1.5,19.05
2025-10-03,venoco_bridge,4.305000000000001,45.2,24.15
2025-10-17,east_channel,5.8,10.1,25.1
2025-10-17,phelps_bridge,2.595,1,15.75
2025-10-17,venoco_bridge,4.0633333333333335,15.033333333333333,22.266666666666666
2025-10-24,east_channel,7.79,20.6,24.8
2025-10-24,phelps_bridge,2.445,1.3,15.8
2025-10-24,venoco_bridge,4.95,23.433333333333334,22.400000000000002
2025-10-31,east_channel,4.16,25.3,22.5
2025-10-31,phelps_bridge,1.655,1.6,15.899999999999999
2025-10-31,venoco_bridge,2.83,27.433333333333334,21.333333333333332
2025-11-07,east_channel,7.58,27.7,22.6
2025-11-07,phelps_bridge,2.54,1.8,16.5
2025-11-07,venoco_bridge,4.12,29.533333333333335,20.833333333333332
